content_id,client_id,baseline_rank,baseline_action_score,suggested_action,reason_codes,is_declining_label,trend_direction,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,engagement_rate,content_age_days,days_since_last_update,word_count
content_69f89df4832c,client_19581e27de,12161,0.5178697517385621,monitor,general_review,0,stable,2274,5,8,20.3,0.22,0.0,98,20,2768.0
content_0507a9ef3210,client_4e07408562,12162,0.517803309210084,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,3176,3,18,12.6,0.09,5.56,326,13,2807.0
content_93c48cb7fe78,client_19581e27de,12163,0.5177796318810858,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,931,1,32,14.1,0.11,3.13,480,22,0.0
content_bb0d0d5e8148,client_3fdba35f04,12164,0.5177722635036014,monitor,general_review,1,down,10330,4,31,42.6,0.04,0.0,165,14,2741.0
content_e83c7e923114,client_a88a7902cb,12165,0.5177575483542417,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1519,2,5,5.5,0.13,0.0,182,20,2528.0
content_b05c53a3e2da,client_7f2253d7e2,12166,0.5177332614222689,monitor,general_review,1,down,2685,3,5,22.8,0.11,20.0,230,20,4690.0
content_94a895c5e3bf,client_3fdba35f04,12167,0.5176939402050487,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1439,1,13,5.5,0.07,0.0,111,20,1289.0
content_dcda112812f6,client_4e07408562,12168,0.5176650312308257,monitor,general_review,1,down,462,3,4,5.8,0.65,0.0,487,104,0.0
content_df0b2c0bc420,client_349c41201b,12169,0.5176225918590437,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,4791,21,32,16.1,0.44,0.0,148,8,4089.0
content_c3ccadb77bc4,client_19581e27de,12170,0.5175548821428572,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,741,0,2,2.4,0.0,0.0,482,22,0.0
content_576a0f27a454,client_4e07408562,12171,0.5175521742997198,monitor,general_review,0,stable,1120,2,2,65.0,0.18,0.0,445,104,0.0
content_8c4768d16f54,client_19581e27de,12172,0.5174668795579899,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,1646,3,2,5.5,0.18,0.0,123,20,3312.0
content_8f49713685cc,client_4e07408562,12173,0.5173991119959983,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,2914,3,12,12.3,0.1,0.0,545,14,2620.0
content_dc55d7e3c008,client_6208ef0f77,12174,0.517355988271642,monitor,general_review,0,stable,14131,3,16,40.1,0.02,0.0,104,8,3474.0
content_95b0ec5ba7c4,client_a88a7902cb,12175,0.5173540454085633,monitor,general_review,1,down,1765,1,18,43.8,0.06,5.56,126,28,2781.0
content_06be2db91460,client_6208ef0f77,12176,0.5173512999512471,monitor,general_review,1,down,817,1,11,27.9,0.12,0.0,286,104,5283.0
content_24f838b44987,client_19581e27de,12177,0.517288079393424,monitor,general_review,0,up,1231,0,38,27.7,0.0,2.63,445,22,0.0
content_cca1e559cffd,client_3fdba35f04,12178,0.5172663942324263,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1339,0,9,2.9,0.0,0.0,104,20,1270.0
content_e3961acd7739,client_6208ef0f77,12179,0.5172494898525909,refresh_and_review_ctr,position_opportunity,1,down,541,4,22,4.9,0.74,0.0,236,104,5472.0
content_b3c4e5d6b1c5,client_f74efabef1,12180,0.5172471146147125,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,3651,4,22,10.6,0.11,9.09,140,8,3459.0
content_96ea9a7ee20a,client_19581e27de,12181,0.5172325715336135,monitor,general_review,0,up,1082,2,19,21.0,0.18,5.26,482,22,0.0
content_d862b7441aa7,client_3fdba35f04,12182,0.5171546714130651,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2966,3,11,12.3,0.1,0.0,333,19,3044.0
content_485367e314aa,client_3fdba35f04,12183,0.5171323793883553,monitor,general_review,1,down,442,1,8,3.5,0.23,0.0,144,104,1218.0
content_32a5eb93b4bc,client_f369cb89fc,12184,0.5171256622083332,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2072,0,3,17.8,0.0,0.0,97,20,2819.0
content_15dae2e2bf97,client_3fdba35f04,12185,0.5170667253061224,monitor,general_review,1,down,499,0,3,10.2,0.0,0.0,333,104,1685.0
content_e3c6685b17a8,client_3fdba35f04,12186,0.5170352822165533,monitor,general_review,1,down,1112,0,3,48.5,0.0,0.0,263,104,1273.0
content_e5be6a5317bf,client_8722616204,12187,0.5169919562316926,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1912,7,109,9.1,0.37,1.83,183,20,5379.0
content_5524fe000ffd,client_4e07408562,12188,0.5169742496283846,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,2614,7,19,6.4,0.27,5.26,504,14,2829.0
content_581f85ef23d3,client_6208ef0f77,12189,0.5169091994621848,monitor,general_review,1,down,1473,1,25,69.2,0.07,0.0,223,104,5602.0
content_3cd91a252207,client_19581e27de,12190,0.5168712073412699,monitor,general_review,1,down,412,0,4,3.1,0.0,0.0,153,104,0.0
content_92c6a58824ed,client_f369cb89fc,12191,0.5168507272362112,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,1787,2,7,10.8,0.11,0.0,97,20,2971.0
content_790cc62d4743,client_8527a891e2,12192,0.5168463296814392,monitor,general_review,1,down,758,1,5,31.1,0.13,0.0,275,104,1585.0
content_829eba7c571f,client_19581e27de,12193,0.5168324807256236,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,500,0,2,13.8,0.0,0.0,256,104,0.0
content_b8a0f738caa8,client_19581e27de,12194,0.5168257995431507,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,827,3,26,7.3,0.36,0.0,445,22,0.0
content_105e7640cb8a,client_19581e27de,12195,0.5168242070578231,monitor,general_review,0,up,738,0,34,33.6,0.0,0.0,362,104,0.0
content_02cc691cde72,client_a88a7902cb,12196,0.5167469499778578,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,1991,6,9,17.4,0.3,22.22,125,20,2219.0
content_26c2fdd8c0ac,client_4e07408562,12197,0.5167012078931573,refresh_and_review_ctr,position_opportunity,0,stable,3465,24,22,13.3,0.69,0.0,347,13,2779.0
content_093ab3c24de7,client_4e07408562,12198,0.516700148015873,monitor,general_review,1,down,590,2,4,21.0,0.34,0.0,421,104,0.0
content_cf792c6e4c0a,client_6208ef0f77,12199,0.5166919148310657,monitor,general_review,0,up,5724,0,16,45.2,0.0,0.0,111,20,3218.0
content_f43fae3a3d69,client_19581e27de,12200,0.5166770128384687,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,878,2,6,11.2,0.23,0.0,463,22,0.0
content_c89676f6c0f1,client_19581e27de,12201,0.5166765635037348,monitor,general_review,1,down,1414,1,5,33.0,0.07,0.0,417,22,0.0
content_f4537c2b9541,client_19581e27de,12202,0.5166595345653595,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,1715,6,11,9.4,0.35,0.0,98,20,2715.0
content_b7e40e559702,client_d029fa3a95,12203,0.5166549843336334,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1492,1,6,6.1,0.07,0.0,144,20,2210.0
content_3dad8d32a4bc,client_624b60c58c,12204,0.5166447007427637,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,502,1,3,9.8,0.2,0.0,356,104,1780.0
content_3f211fb434d5,client_19581e27de,12205,0.5166413827097506,monitor,general_review,0,up,665,0,1,28.5,0.0,0.0,153,104,0.0
content_4706979c5848,client_349c41201b,12206,0.5166335377130853,monitor,general_review,1,down,7038,6,170,26.6,0.09,0.0,148,8,5209.0
content_60334d69624b,client_6208ef0f77,12207,0.5165903864990663,monitor,general_review,1,down,768,1,47,25.4,0.13,0.0,153,104,4989.0
content_a7dc7a69d7eb,client_3fdba35f04,12208,0.5165875572040817,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,3147,0,14,14.9,0.0,0.0,284,14,2752.0
content_deca06a59db6,client_19581e27de,12209,0.5165746571728691,refresh_and_review_ctr,position_opportunity,0,up,550,5,33,15.2,0.91,0.0,362,104,0.0
content_0c5c9f2efd36,client_7f2253d7e2,12210,0.5165546004095805,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1782,6,8,10.4,0.34,0.0,90,20,2852.0
content_b208ad595375,client_bbb965ab0c,12211,0.5165528680509537,refresh_and_review_ctr,position_opportunity,1,down,2905,16,21,11.5,0.55,0.0,131,15,2617.0
content_ed320bd9cc6c,client_19581e27de,12212,0.5165232422619047,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,1024,0,49,19.6,0.0,2.04,482,22,0.0
content_000e1dc109c6,client_bbb965ab0c,12213,0.516433958669968,refresh_and_review_ctr,position_opportunity,1,down,2578,17,30,6.8,0.66,3.33,133,15,2588.0
content_ec18a000f416,client_3fdba35f04,12214,0.516430337193544,monitor,general_review,1,down,2928,1,46,32.7,0.03,0.0,117,20,1619.0
content_53d444b9e788,client_4e07408562,12215,0.5164158873741831,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,3895,5,8,19.8,0.13,0.0,327,14,2909.0
content_d3b6b4aae679,client_3fdba35f04,12216,0.5164155842432973,monitor,general_review,1,down,697,1,49,28.1,0.14,0.0,155,104,1269.0
content_e50a0ff0291a,client_3fdba35f04,12217,0.5164098852840135,monitor,general_review,1,down,741,0,3,31.9,0.0,0.0,284,104,1246.0
content_81da74cdd40a,client_19581e27de,12218,0.5164003399809924,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,993,3,23,16.9,0.3,0.0,480,22,0.0
content_effa21786d15,client_6208ef0f77,12219,0.5163913035102041,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,604,0,35,13.2,0.0,0.0,223,104,6702.0
content_f1f37c77af18,client_6208ef0f77,12220,0.5163899178571428,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,562,0,20,10.4,0.0,0.0,223,104,5582.0
content_e7741ea8da13,client_bbb965ab0c,12221,0.5163860455764305,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1820,5,12,11.3,0.27,0.0,120,20,2930.0
content_f79387f83703,client_d029fa3a95,12222,0.5163784657188375,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,1945,3,5,12.4,0.15,0.0,221,20,3706.0
content_ae60399f8455,client_19581e27de,12223,0.5163426088151927,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,529,0,2,17.3,0.0,0.0,313,104,0.0
content_e9c333242854,client_19581e27de,12224,0.5163299515589569,monitor,general_review,1,down,1368,0,14,32.2,0.0,0.0,482,22,0.0
content_6af4dbfe0470,client_3fdba35f04,12225,0.5163112565986395,monitor,general_review,1,down,496,0,5,10.7,0.0,0.0,165,104,1504.0
content_495ee2857b71,client_6208ef0f77,12226,0.5162695478074563,monitor,general_review,1,down,6968,15,21,27.6,0.22,0.0,104,8,3452.0
content_b9cad3fb2eb1,client_4e07408562,12227,0.5162532002439643,monitor,general_review,0,stable,4535,11,13,23.1,0.24,0.0,277,14,3029.0
content_77c2de24ad94,client_f369cb89fc,12228,0.5162348406722689,refresh_and_review_ctr,position_opportunity,1,down,1832,33,29,5.0,1.8,0.0,187,20,2906.0
content_2565eaa6a3b1,client_19581e27de,12229,0.5161955158946913,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,849,1,95,10.1,0.12,0.0,445,22,0.0
content_1636396d88f3,client_3fdba35f04,12230,0.5161637391094771,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,747,1,19,11.4,0.13,0.0,165,41,1673.0
content_4921c8795757,client_f74efabef1,12231,0.5161635830207084,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,1515,3,12,5.2,0.2,16.67,117,20,2629.0
content_aebca97d67b6,client_6208ef0f77,12232,0.5161628902537015,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,577,2,12,9.5,0.35,0.0,299,104,7139.0
content_e9daee1daabe,client_19581e27de,12233,0.5161457972222222,monitor,general_review,0,stable,2268,0,22,50.0,0.0,0.0,463,22,0.0
content_89078dd98861,client_f74efabef1,12234,0.5161448481774377,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,new,1786,3,8,11.5,0.17,0.0,175,20,2841.0
content_24610dffaffc,client_19581e27de,12235,0.5160967961601307,monitor,general_review,0,up,1073,1,32,21.5,0.09,0.0,445,22,0.0
content_3051582f4482,client_6208ef0f77,12236,0.5160725556122449,monitor,general_review,0,up,719,0,12,23.1,0.0,0.0,211,104,5114.0
content_bb27db63cae2,client_19581e27de,12237,0.5160052206349206,monitor,general_review,0,up,1061,0,4,49.3,0.0,0.0,313,104,0.0
content_515bb44a0009,client_4e07408562,12238,0.5159858027777777,monitor,general_review,0,stable,1078,0,2,50.9,0.0,0.0,504,104,0.0
content_a662ef2af9b4,client_8527a891e2,12239,0.5159647670153061,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,542,0,2,16.0,0.0,0.0,275,104,1466.0
content_7130ed2e1a6c,client_bbb965ab0c,12240,0.5159252896077098,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,2920,10,20,13.7,0.34,0.0,91,15,2405.0
content_b27487ab3b2d,client_19581e27de,12241,0.5159098875216752,monitor,general_review,1,down,439,1,1,6.0,0.23,0.0,257,104,0.0
content_6e5ba43b8097,client_3fdba35f04,12242,0.5159034999410431,monitor,general_review,1,down,667,0,14,25.8,0.0,0.0,310,104,1596.0
content_f81a4628e3b7,client_7f2253d7e2,12243,0.5158167418323996,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1705,4,4,8.1,0.23,0.0,92,20,3059.0
content_eb3fcea6abcb,client_6208ef0f77,12244,0.5158045405555556,monitor,general_review,1,down,951,0,76,35.3,0.0,0.0,216,104,5643.0
content_cec7e5c712ef,client_4e07408562,12245,0.5157603826521275,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,2752,6,13,7.1,0.22,0.0,421,13,2899.0
content_000b07fd81c1,client_19581e27de,12246,0.5157554152977858,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1027,2,17,19.2,0.19,0.0,441,22,0.0
content_a74302f36fc2,client_7f2253d7e2,12247,0.5157439962548686,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1910,3,5,16.0,0.16,0.0,92,20,2538.0
content_fdbebc902050,client_6208ef0f77,12248,0.5157387408144424,monitor,general_review,1,down,1323,1,32,47.4,0.08,0.0,223,104,5305.0
content_6e20ce10bd16,client_19581e27de,12249,0.5156813347222222,monitor,general_review,0,up,1291,0,9,30.4,0.0,0.0,463,22,0.0
content_965fb140d7e1,client_19581e27de,12250,0.515652031207483,monitor,general_review,0,up,1919,0,22,44.9,0.0,0.0,445,22,0.0
content_f437abdc48bc,client_3fdba35f04,12251,0.5156457550977891,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,3120,0,88,16.6,0.0,1.14,333,14,2328.0
content_e3258a34514b,client_4e07408562,12252,0.5156443385318293,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,3267,3,1,13.9,0.09,0.0,445,13,2857.0
content_b863c8bbc7b9,client_3fdba35f04,12253,0.5156282777002468,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1904,1,5,17.5,0.05,0.0,124,20,1603.0
content_8f88c87e2f5d,client_19581e27de,12254,0.5156201722222222,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,893,0,7,13.6,0.0,0.0,417,22,0.0
content_c56cf0f9e363,client_8722616204,12255,0.5155971528945579,monitor,general_review,1,down,900,1,25,35.3,0.11,0.0,228,104,3202.0
content_e028d0db7c60,client_f74efabef1,12256,0.515578108259904,monitor,general_review,1,down,2415,1,10,25.7,0.04,0.0,117,20,2345.0
content_044c06ac12dc,client_4e07408562,12257,0.515542578968254,monitor,general_review,0,up,799,0,1,38.1,0.0,0.0,537,104,0.0
content_4ead9ab22a4a,client_4e07408562,12258,0.5155331980608077,monitor,general_review,1,down,4461,10,29,24.3,0.22,0.0,326,14,2782.0
content_142d672dd569,client_3fdba35f04,12259,0.515510514367347,monitor,general_review,1,down,954,0,3,42.8,0.0,0.0,263,104,1458.0
content_0addf6b1146f,client_6208ef0f77,12260,0.5155003633886888,monitor,general_review,1,down,3645,1,43,33.9,0.03,0.0,111,20,3666.0
content_0e6dbc08d6ae,client_8527a891e2,12261,0.5154804827542517,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,598,0,4,14.5,0.0,0.0,348,104,4318.0
content_f24ad3e1c775,client_8527a891e2,12262,0.5154411338970588,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,564,1,7,12.6,0.18,0.0,310,104,3284.0
content_d840a3a6302b,client_3fdba35f04,12263,0.5153953230672269,monitor,general_review,1,down,704,1,10,28.7,0.14,0.0,144,104,1430.0
content_553286fe61f6,client_3fdba35f04,12264,0.515389132503668,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1747,2,39,13.6,0.11,0.0,96,20,1645.0
content_54c7578b8445,client_19581e27de,12265,0.5153844497682407,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,971,1,6,17.2,0.1,0.0,482,22,0.0
content_fafc4ea796a9,client_e629fa6598,12266,0.5153620961451246,monitor,general_review,0,up,1309,0,9,31.0,0.0,0.0,460,22,0.0
content_44e4b55e8e24,client_7f2253d7e2,12267,0.5153474016077431,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,1579,6,5,6.7,0.38,0.0,96,20,2624.0
content_3d844ccf0722,client_6208ef0f77,12268,0.5153372428353175,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,648,0,24,19.7,0.0,0.0,124,104,3515.0
content_e8e65a35b5f9,client_19581e27de,12269,0.5152972638888889,monitor,general_review,1,down,1071,0,3,60.4,0.0,0.0,313,104,0.0
content_453e17ba6783,client_2c624232cd,12270,0.5152704778606776,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,2793,1,6,9.3,0.04,0.0,517,11,2596.0
content_e51c7ac8f2a8,client_4e07408562,12271,0.5152527387854642,refresh_and_review_ctr,position_opportunity,1,down,2763,17,16,6.9,0.62,6.25,347,13,2685.0
content_7d8e5e6b1f73,client_19581e27de,12272,0.5152486568319327,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,1712,2,5,9.4,0.12,20.0,124,20,2975.0
content_c8c29b7dc890,client_7f2253d7e2,12273,0.5152439103714319,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1569,5,6,6.8,0.32,0.0,96,20,2605.0
content_be6499c20a19,client_19581e27de,12274,0.5152062340286114,monitor,general_review,0,stable,1133,3,9,23.7,0.26,0.0,482,22,0.0
content_fc8db0e046b3,client_19581e27de,12275,0.5151894536564625,monitor,general_review,0,up,715,0,2,32.9,0.0,0.0,362,104,0.0
content_de461ccbf773,client_6208ef0f77,12276,0.5151659048944244,monitor,general_review,1,down,716,1,48,22.3,0.14,0.0,286,104,5876.0
content_04d69956e256,client_19581e27de,12277,0.5151348657029478,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,742,0,5,3.7,0.0,20.0,463,22,0.0
content_cdc670392ad0,client_4e07408562,12278,0.5151186013295317,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2966,6,9,8.7,0.2,11.11,487,13,3341.0
content_9b3fb7d67cfb,client_19581e27de,12279,0.5151125097505669,monitor,general_review,0,up,2209,0,30,49.5,0.0,0.0,482,22,0.0
content_9c81f5e84fd8,client_19581e27de,12280,0.5151028581699346,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,911,2,18,13.9,0.22,0.0,480,22,0.0
content_0e3b9aea0f18,client_19581e27de,12281,0.5150751494614512,monitor,general_review,0,stable,414,0,9,4.4,0.0,0.0,329,104,0.0
content_51a5eda310dd,client_3fdba35f04,12282,0.5150686406666666,monitor,general_review,1,down,1156,0,5,50.9,0.0,0.0,165,104,1572.0
content_d139b4205fbf,client_7f2253d7e2,12283,0.515027885348356,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2129,0,4,16.7,0.0,0.0,147,20,3789.0
content_ab50c86d1857,client_3fdba35f04,12284,0.5150262880738296,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,865,2,29,19.5,0.23,0.0,310,41,1472.0
content_dd75b1261f22,client_7f2253d7e2,12285,0.5150165649038282,refresh_and_review_ctr,position_opportunity,1,down,1534,9,13,3.4,0.59,0.0,90,20,2817.0
content_edc412bf441c,client_7f2253d7e2,12286,0.5149634503330832,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2055,1,2,15.6,0.05,0.0,147,20,3585.0
content_2560766fc02b,client_4e07408562,12287,0.5149613003663465,monitor,general_review,0,stable,3999,2,5,22.3,0.05,0.0,545,14,2756.0
content_663485f2517d,client_f369cb89fc,12288,0.5149216196892258,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1631,3,15,7.5,0.18,6.67,95,20,2923.0
content_a8ed3dfdc294,client_4ec9599fc2,12289,0.5149113541666667,monitor,general_review,1,down,455,0,7,9.4,0.0,0.0,445,104,0.0
content_f60cbd1080e5,client_3fdba35f04,12290,0.5148374220893024,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1612,2,37,11.2,0.12,0.0,104,20,1371.0
content_6e73a9ee394d,client_4e07408562,12291,0.5147990947934508,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,3322,9,10,7.4,0.27,0.0,504,7,2741.0
content_0ca11b9abe14,client_2c624232cd,12292,0.5147104598072563,monitor,general_review,0,stable,1373,0,3,33.0,0.0,0.0,517,22,0.0
content_cfc8f14d1caf,client_19581e27de,12293,0.5146347072745765,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,833,2,11,9.3,0.24,9.09,441,22,0.0
content_bb87f1aa4a1b,client_19581e27de,12294,0.5145754435941043,monitor,general_review,1,down,410,0,2,4.2,0.0,0.0,330,104,0.0
content_2f46f52a311b,client_7f2253d7e2,12295,0.5145726647268908,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2102,6,3,20.0,0.29,0.0,92,20,2345.0
content_9ec50a4893f8,client_349c41201b,12296,0.514570903762305,monitor,general_review,1,down,3293,1,4,33.0,0.03,0.0,119,20,3041.0
content_38f09ea98655,client_6208ef0f77,12297,0.5145390510246598,monitor,general_review,1,down,753,0,68,26.4,0.0,0.0,148,104,4392.0
content_46a4efea2592,client_4e07408562,12298,0.5145008480013005,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,3224,7,5,13.4,0.22,20.0,445,13,2838.0
content_4f2533184943,client_e629fa6598,12299,0.5144784966886755,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1010,1,5,19.4,0.1,0.0,460,22,0.0
content_5d554a8c166d,client_19581e27de,12300,0.5144679890022675,monitor,general_review,0,up,976,0,6,46.9,0.0,0.0,236,104,0.0
content_7da500b65ab1,client_f74efabef1,12301,0.5144597964183008,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,3259,7,7,7.3,0.21,0.0,140,8,3609.0
content_47f7d6a2a957,client_19581e27de,12302,0.5144565055188742,monitor,general_review,0,stable,1141,1,69,25.1,0.09,0.0,441,22,0.0
content_2b5a52fff2f1,client_3fdba35f04,12303,0.5144253600756136,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1685,8,20,11.0,0.47,0.0,117,20,1582.0
content_70df0e029635,client_f369cb89fc,12304,0.5144197605804322,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1620,1,7,8.8,0.06,0.0,97,20,2772.0
content_8d601fad0795,client_19581e27de,12305,0.5144153902777778,monitor,general_review,0,up,2221,0,11,58.8,0.0,0.0,463,22,0.0
content_6236411a017d,client_9400f1b21c,12306,0.514391584162315,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,1483,4,9,6.4,0.27,0.0,341,20,1523.0
content_51f848463d49,client_349c41201b,12307,0.5143863815755635,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,4409,5,31,16.7,0.11,0.0,140,8,3679.0
content_451118cef0ac,client_4e07408562,12308,0.5143549117258404,monitor,general_review,1,down,3774,9,7,21.6,0.24,0.0,230,14,2375.0
content_7d03a05295b2,client_4e07408562,12309,0.514343543312725,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,3051,1,1,12.8,0.03,0.0,390,13,2796.0
content_e7af0b1db174,client_e629fa6598,12310,0.5143406329529312,monitor,general_review,0,up,971,2,7,43.2,0.21,0.0,358,104,1426.0
content_c09e49e87ab2,client_8527a891e2,12311,0.5143210416666667,monitor,general_review,0,up,1809,0,2,67.6,0.0,0.0,238,92,1565.0
content_a2f27dee5856,client_19581e27de,12312,0.5142450223739496,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,856,3,85,10.4,0.35,0.0,445,22,0.0
content_d1bc0303bb56,client_6208ef0f77,12313,0.5142148918033214,monitor,general_review,1,down,952,1,6,35.4,0.11,0.0,139,104,5967.0
content_8dc9f70cecad,client_b4944c6ff0,12314,0.514200943279045,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,1634,6,7,8.4,0.37,0.0,90,20,2689.0
content_4c87e0328089,client_349c41201b,12315,0.5140997816815726,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2007,2,10,13.6,0.1,0.0,144,20,4745.0
content_50cd61b8e18d,client_4e07408562,12316,0.5140206144288716,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,3799,2,2,19.1,0.05,50.0,228,14,3171.0
content_4648283b1bda,client_19581e27de,12317,0.5140164132936508,monitor,general_review,0,stable,1623,0,11,39.5,0.0,0.0,441,22,0.0
content_c31c3add99f4,client_4e07408562,12318,0.513922239675787,monitor,general_review,1,down,7582,4,14,37.0,0.05,7.14,280,13,2748.0
content_89939de96c1a,client_19581e27de,12319,0.5138938713151928,monitor,general_review,0,stable,499,0,5,15.3,0.0,0.0,313,104,0.0
content_227720c1a9cf,client_3fdba35f04,12320,0.5138911749798754,monitor,general_review,1,down,912,0,2,41.7,0.0,0.0,310,104,1505.0
content_96d89a9df66b,client_19581e27de,12321,0.5138654576030411,monitor,general_review,1,down,416,1,1,4.4,0.24,0.0,330,104,0.0
content_761694ab97b4,client_6208ef0f77,12322,0.5138493568849205,monitor,general_review,1,down,495,0,26,6.6,0.0,0.0,125,104,3602.0
content_6860fcfd0379,client_7f2253d7e2,12323,0.5138427434267373,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,1997,2,4,13.6,0.1,0.0,230,20,4683.0
content_f0ba362435db,client_3fdba35f04,12324,0.5138421761349206,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,725,0,15,12.3,0.0,0.0,148,41,1395.0
content_c2813124047c,client_6208ef0f77,12325,0.5138215783945578,monitor,general_review,1,down,707,0,130,22.4,0.0,0.0,286,104,7213.0
content_94d5e9cbd5d0,client_4e07408562,12326,0.5137936439097639,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,2921,9,25,12.0,0.31,12.0,326,13,2443.0
content_22ce386dda2c,client_4e07408562,12327,0.5137620677437641,monitor,general_review,1,down,427,0,2,6.8,0.0,0.0,421,104,0.0
