content_id,client_id,baseline_rank,baseline_action_score,suggested_action,reason_codes,is_declining_label,trend_direction,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,engagement_rate,content_age_days,days_since_last_update,word_count
content_5fe46e04994d,client_4e07408562,1,0.938801100440176,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,517715,741,520,4.2,0.14,4.23,537,104,0.0
content_3430a8b94511,client_19581e27de,2,0.9384370379985327,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,152617,440,534,3.3,0.29,6.18,329,104,0.0
content_fea6a0d13b4a,client_19581e27de,3,0.9371004320228092,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,79965,56,58,3.4,0.07,0.0,313,104,0.0
content_6f81ccd92b64,client_19581e27de,4,0.9360048619281045,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,73675,138,136,2.9,0.19,2.94,257,104,0.0
content_bb5bd5f771dc,client_19581e27de,5,0.9357801267873815,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,176296,414,536,4.3,0.23,0.93,236,104,0.0
content_396019fec61a,client_4e07408562,6,0.9355872452847804,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,83362,74,64,3.8,0.09,7.81,445,104,0.0
content_c1350d507c68,client_19581e27de,7,0.9355808509803921,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,142505,417,398,3.9,0.29,1.01,313,104,0.0
content_8dacab06e291,client_19581e27de,8,0.9352500389455782,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,127907,439,381,3.6,0.34,0.26,313,104,0.0
content_e5ae436f9a16,client_4e07408562,9,0.9352075594237694,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,117741,533,522,3.0,0.45,7.09,421,104,0.0
content_cbd93118300b,client_19581e27de,10,0.9350668637721756,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,145292,662,535,3.3,0.46,1.87,313,104,0.0
content_09783793b38d,client_19581e27de,11,0.9347521838635455,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,66048,89,100,3.1,0.13,1.0,257,104,0.0
content_8053a66bd6ac,client_19581e27de,12,0.9347159117547017,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,52687,40,52,2.6,0.08,1.92,236,104,0.0
content_4d1fe5b32dc2,client_19581e27de,13,0.9346499055455515,refresh_and_review_ctr,position_opportunity,0,stable,97999,512,549,2.5,0.52,7.47,329,104,0.0
content_9532f197bbc8,client_4e07408562,14,0.9343700278478058,refresh_and_review_ctr,position_opportunity,1,down,309192,2689,1098,2.0,0.87,8.01,445,104,0.0
content_87dfc063bf4e,client_19581e27de,15,0.933877448235961,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,90991,72,159,4.5,0.08,4.4,153,104,0.0
content_79b25654070a,client_19581e27de,16,0.9332233675536881,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,148737,711,619,3.7,0.48,2.26,257,104,0.0
content_01908772c6db,client_19581e27de,17,0.9331432040049353,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,187893,845,782,4.0,0.45,1.53,313,104,0.0
content_a7427266c305,client_19581e27de,18,0.9324723680505536,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,201111,219,255,5.7,0.11,1.96,257,104,0.0
content_3f403bb36296,client_19581e27de,19,0.9323862404661865,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,156681,565,678,4.5,0.36,0.44,148,104,0.0
content_a5dbb404bdc2,client_f369cb89fc,20,0.9322115665777311,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,79035,59,44,8.7,0.07,6.82,106,106,2691.0
content_154aa47edd03,client_19581e27de,21,0.9321666727224224,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,113501,214,314,4.8,0.19,6.69,153,104,0.0
content_0c94db3b0ab8,client_19581e27de,22,0.931730937745098,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,66824,163,147,3.4,0.24,0.68,313,104,0.0
content_2c2606c5d176,client_19581e27de,23,0.9316100630485528,refresh_and_review_ctr,position_opportunity,1,down,347399,1854,2146,4.2,0.53,1.3,362,104,0.0
content_adddad39251c,client_19581e27de,24,0.9315774142823796,refresh_and_review_ctr,position_opportunity,0,stable,129239,711,688,3.6,0.55,3.92,329,104,0.0
content_bc104ff59d1a,client_19581e27de,25,0.9313639758636787,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,132918,437,383,4.7,0.33,0.78,313,104,0.0
content_6935194d6d56,client_19581e27de,26,0.9311779273742831,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,117210,258,250,5.0,0.22,6.0,329,104,0.0
content_cd1b913fa942,client_19581e27de,27,0.9308859296218488,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,140846,326,320,5.3,0.23,1.56,258,104,0.0
content_adcaa6dca61e,client_19581e27de,28,0.9302624249233026,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,67435,285,241,3.0,0.42,3.73,330,104,0.0
content_5bca3620478c,client_19581e27de,29,0.9301648494897959,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,102161,245,427,4.9,0.24,2.11,236,104,0.0
content_1aa219431528,client_4e07408562,30,0.9300488563392023,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,151541,356,317,5.6,0.23,6.62,445,104,0.0
content_dcf44a9508f2,client_19581e27de,31,0.929855951694011,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,50238,94,82,3.1,0.19,2.44,330,104,0.0
content_d17681677e69,client_19581e27de,32,0.9297500981392556,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,201584,487,463,5.8,0.24,0.65,313,104,0.0
content_0952e187d26a,client_19581e27de,33,0.9297416458149927,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,60603,137,144,3.6,0.23,6.94,330,104,0.0
content_88d1a23c7ab5,client_19581e27de,34,0.9297259761621314,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,90393,151,150,5.1,0.17,2.67,313,104,0.0
content_ec546a850e38,client_19581e27de,35,0.9295849804855275,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,77344,276,361,3.9,0.36,2.49,236,104,0.0
content_97a86caf3a3d,client_19581e27de,36,0.9295214017773776,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,147670,97,143,6.4,0.07,4.2,153,104,0.0
content_33b4dceecad1,client_19581e27de,37,0.9293663526677337,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,181574,295,328,6.2,0.16,0.61,144,104,0.0
content_896bf2cc27b7,client_19581e27de,38,0.9291667306722688,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,66359,28,64,4.9,0.04,1.56,236,104,0.0
content_9c195417f6ef,client_19581e27de,39,0.928886511864746,refresh_and_review_ctr,position_opportunity,0,stable,79146,574,515,2.5,0.73,1.55,313,104,0.0
content_c1f2cf3d4d3d,client_19581e27de,40,0.9285669483393357,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,53566,103,112,3.7,0.19,7.14,329,104,0.0
content_f42eb861c6dd,client_19581e27de,41,0.9282277098739495,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,152467,191,403,6.5,0.13,1.49,313,104,0.0
content_07f2e7a6f38a,client_19581e27de,42,0.9281470293650793,refresh_and_review_ctr,position_opportunity,0,stable,101078,856,780,2.7,0.85,2.05,313,104,0.0
content_19770a458fcd,client_19581e27de,43,0.9278059517540348,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,42277,28,31,3.3,0.07,3.23,256,104,0.0
content_aee6abc99c75,client_19581e27de,44,0.9275886443243964,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,79076,91,119,5.5,0.12,0.84,313,104,0.0
content_36ff89c8214e,client_19581e27de,45,0.9274819,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,295097,154,238,7.3,0.05,1.68,144,104,0.0
content_140e1efff17e,client_19581e27de,46,0.9273401660931039,refresh_and_review_ctr,position_opportunity,0,stable,44437,229,217,1.7,0.52,5.99,330,104,0.0
content_f7ca14f323ed,client_19581e27de,47,0.9271296585800987,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,50220,163,165,3.2,0.32,0.61,257,104,0.0
content_ba2acb4ebd04,client_19581e27de,48,0.9270779156095772,refresh_and_review_ctr,position_opportunity,0,stable,142072,1185,1147,3.6,0.83,1.92,362,104,0.0
content_979a999506bd,client_19581e27de,49,0.926882571965453,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,67982,263,265,4.0,0.39,4.91,329,104,0.0
content_2c88e6a62400,client_19581e27de,50,0.9267695593237294,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,55199,98,107,4.3,0.18,1.87,236,104,0.0
content_c4ca5315dd7c,client_19581e27de,51,0.9266656908396691,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,67143,141,148,4.8,0.21,4.05,329,104,0.0
content_5d3dfb80a423,client_19581e27de,52,0.9264025980325463,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,97235,72,73,6.5,0.07,0.0,313,104,0.0
content_ceaa28bba4ca,client_4e07408562,53,0.9261708880485526,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,43287,26,46,3.9,0.06,2.17,487,104,0.0
content_08547d1dc47b,client_19581e27de,54,0.9261267151160464,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,93233,297,263,5.4,0.32,2.28,362,104,0.0
content_45bb4107ad33,client_19581e27de,55,0.9258885116246499,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,94643,341,363,5.3,0.36,0.83,236,104,0.0
content_d296f221f23b,client_19581e27de,56,0.9255337225690276,refresh_and_review_ctr,position_opportunity,1,down,131977,956,879,4.4,0.72,2.5,313,104,0.0
content_d312eb371bcf,client_19581e27de,57,0.9254832036914766,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,95031,148,185,6.3,0.16,1.08,313,104,0.0
content_d0cc5baa4995,client_19581e27de,58,0.9254405423869547,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,83651,28,69,6.6,0.03,1.45,148,104,0.0
content_c1fe78bc4e37,client_19581e27de,59,0.9254018049886621,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,134055,43,170,7.5,0.03,1.18,153,104,0.0
content_cd36fc9f75ce,client_19581e27de,60,0.92522391337535,refresh_and_review_ctr,position_opportunity,0,stable,82272,470,435,4.2,0.57,1.15,313,104,0.0
content_f1e4324bda35,client_19581e27de,61,0.9249904248932908,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,76642,168,215,5.6,0.22,1.86,236,104,0.0
content_4c76e9b13aea,client_19581e27de,62,0.9246607922435641,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,127952,92,126,7.4,0.07,1.59,148,104,0.0
content_867dc005867d,client_19581e27de,63,0.9246004887955181,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,95522,93,149,6.8,0.1,2.68,313,104,0.0
content_51d4f462cbd8,client_4e07408562,64,0.9244018107176203,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,52681,119,89,4.5,0.23,5.62,504,104,0.0
content_91652435f57a,client_19581e27de,65,0.9243565527877816,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,159590,100,103,7.8,0.06,0.0,257,104,0.0
content_1bccdda989a1,client_19581e27de,66,0.9241880760737629,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,57062,108,112,5.0,0.19,1.79,148,104,0.0
content_dd2abed6d9f3,client_19581e27de,67,0.9239967385654261,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,63568,275,299,4.3,0.43,0.33,313,104,0.0
content_c51c2c78ee1c,client_19581e27de,68,0.9238673095138055,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,83070,89,123,6.6,0.11,0.0,313,104,0.0
content_88e041922364,client_19581e27de,69,0.9237247670468187,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,54057,159,235,4.5,0.29,2.13,313,104,0.0
content_ef1c44e7dd23,client_19581e27de,70,0.9234009008503401,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,55470,95,133,5.2,0.17,4.51,257,104,0.0
content_95982201c5e1,client_19581e27de,71,0.9233747036814726,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,48501,46,184,5.0,0.09,0.54,148,104,0.0
content_f4c93868660b,client_4e07408562,72,0.9232974237028145,refresh_and_review_ctr,position_opportunity,0,stable,87433,776,709,3.4,0.89,7.76,421,104,0.0
content_050a156ee534,client_19581e27de,73,0.923219605472189,refresh_and_review_ctr,position_opportunity,1,down,57461,338,408,3.5,0.59,5.64,329,104,0.0
content_647e177596e9,client_19581e27de,74,0.9232042029611844,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,111222,103,133,7.4,0.09,2.26,313,104,0.0
content_033581b09704,client_4e07408562,75,0.9231223559557156,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,41650,28,42,4.4,0.07,2.38,504,104,0.0
content_a6b5d7765841,client_19581e27de,76,0.9230813833766841,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,72394,45,87,6.6,0.06,0.0,236,104,0.0
content_0298b6c65145,client_19581e27de,77,0.9230773392156864,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,70968,42,101,6.5,0.06,1.98,144,104,0.0
content_45fb95832c96,client_19581e27de,78,0.9228306327964519,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,126633,154,184,7.6,0.12,2.72,313,104,0.0
content_5f7bdfe15c1c,client_19581e27de,79,0.9226120205182073,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,69164,142,185,5.9,0.21,6.49,329,104,0.0
content_b115f7c74779,client_19581e27de,80,0.922604327704415,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,123469,37,43,8.0,0.03,2.33,313,104,0.0
content_9351f948bf45,client_19581e27de,81,0.922490926824063,refresh_and_review_ctr,position_opportunity,0,stable,51233,450,386,2.0,0.88,1.81,313,104,0.0
content_60c07b1d6125,client_19581e27de,82,0.9224477251734027,refresh_and_review_ctr,position_opportunity,0,stable,70931,404,377,4.4,0.57,2.39,313,104,0.0
content_c2745ea9f931,client_19581e27de,83,0.9224383778778178,refresh_and_review_ctr,position_opportunity,0,stable,61949,332,280,4.1,0.54,2.14,257,104,0.0
content_85f7c6c4d3e6,client_19581e27de,84,0.9224045344337736,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,48041,122,118,4.5,0.25,0.85,153,104,0.0
content_68fab43b918f,client_19581e27de,85,0.9222248853941577,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,71713,189,195,5.9,0.26,5.13,329,104,0.0
content_d191a803e7b2,client_19581e27de,86,0.9220700462651727,refresh_and_review_ctr,position_opportunity,0,stable,71630,579,539,3.5,0.81,1.11,257,104,0.0
content_3c689e1f3b20,client_19581e27de,87,0.9220563861077764,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,53735,120,203,5.2,0.22,3.94,236,104,0.0
content_4a18c07e5357,client_4e07408562,88,0.9220417034413764,refresh_and_review_ctr,position_opportunity,1,down,125049,1077,1018,4.5,0.86,9.53,390,104,0.0
content_5da354d07a91,client_19581e27de,89,0.9219549731559291,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,67061,242,343,5.3,0.36,9.04,329,104,0.0
content_856aca9a7224,client_4e07408562,90,0.9219167520374817,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,54464,154,138,5.0,0.28,10.14,390,104,0.0
content_dbee34c4addf,client_19581e27de,91,0.9218332164665866,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,45273,149,131,4.0,0.33,0.76,257,104,0.0
content_153db95b47da,client_19581e27de,92,0.9216927536214484,refresh_and_review_ctr,position_opportunity,0,stable,62118,393,396,3.9,0.63,1.77,313,104,0.0
content_37106924f264,client_4e07408562,93,0.9213909390756301,refresh_and_review_ctr,position_opportunity,0,stable,89311,904,922,3.4,1.01,12.04,390,104,0.0
content_6b9979265e54,client_19581e27de,94,0.9213557023709483,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,40720,130,121,3.6,0.32,1.65,330,104,0.0
content_5215e9edceac,client_19581e27de,95,0.9211451222122182,refresh_and_review_ctr,position_opportunity,0,stable,53554,338,283,3.6,0.63,0.35,313,104,0.0
content_b242bb46cb5e,client_3fdba35f04,96,0.9210638299819929,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,56997,140,193,5.5,0.25,5.18,463,104,0.0
content_baa2b50f271a,client_4e07408562,97,0.9210031567993865,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,49936,124,122,5.0,0.25,4.1,390,104,0.0
content_dbf64db05d5e,client_19581e27de,98,0.9209134579965318,refresh_and_review_ctr,position_opportunity,0,stable,94864,522,558,5.7,0.55,6.81,329,104,0.0
content_88447c37aea0,client_19581e27de,99,0.920793144217687,refresh_and_review_ctr,position_opportunity,0,stable,99942,850,774,4.5,0.85,2.58,257,104,0.0
content_0cdc2ab8551d,client_19581e27de,100,0.9204312310057355,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,43162,173,151,3.8,0.4,9.27,330,104,0.0
content_ec28dbcedd47,client_19581e27de,101,0.9203661755268775,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,38803,127,221,3.5,0.33,4.52,236,104,0.0
content_93347758c832,client_19581e27de,102,0.9202879394324398,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,64127,65,52,6.7,0.1,0.0,313,104,0.0
content_b6d2061fcd11,client_19581e27de,103,0.9202679831565959,refresh_and_review_ctr,position_opportunity,0,stable,99523,802,679,4.8,0.81,1.33,313,104,0.0
content_8818fd6d967f,client_4e07408562,104,0.9199489449546483,refresh_and_review_ctr,position_opportunity,1,down,83603,886,841,3.4,1.06,7.61,487,104,0.0
content_ed2f80181a8f,client_19581e27de,105,0.9199236314992664,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,38841,173,185,3.1,0.45,7.03,329,104,0.0
content_69b461c80ae0,client_19581e27de,106,0.9198148764672537,refresh_and_review_ctr,position_opportunity,1,down,54857,286,246,4.5,0.52,2.03,257,104,0.0
content_f682e88b9f8e,client_19581e27de,107,0.9197117758870215,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,48918,40,161,6.0,0.08,1.86,236,104,0.0
content_ffe17f71eda2,client_19581e27de,108,0.9197098750566893,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,40538,71,61,4.6,0.18,0.0,257,104,0.0
content_38a19abbd7d4,client_3fdba35f04,109,0.9196143861211151,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,39852,27,36,5.0,0.07,2.78,460,104,0.0
content_5c71b23a061f,client_19581e27de,110,0.9195872805755636,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,36619,46,47,4.2,0.13,0.0,258,104,0.0
content_806c16f09858,client_19581e27de,111,0.9195840781045752,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,50902,111,147,5.6,0.22,4.08,236,104,0.0
content_156df458c02c,client_19581e27de,112,0.9195449836901427,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,55281,52,91,6.5,0.09,1.1,313,104,0.0
content_97ef74097d53,client_19581e27de,113,0.9193620278444712,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,72224,226,259,6.4,0.31,2.7,257,104,0.0
content_6ac3ab740bbf,client_f369cb89fc,114,0.9191719927550187,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,22462,31,33,4.6,0.14,0.0,106,106,2606.0
content_bfb0f696b1e3,client_4e07408562,115,0.9191161324463117,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,39527,178,168,3.4,0.45,3.57,487,104,0.0
content_438de6fb2e89,client_4e07408562,116,0.9190782904995332,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,42178,160,85,4.1,0.38,9.41,420,104,0.0
content_ca0f4910d333,client_19581e27de,117,0.9190638969354408,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,53137,71,86,6.3,0.13,11.63,329,104,0.0
content_34f20d6205cc,client_19581e27de,118,0.918662568977591,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,75100,270,304,6.5,0.36,2.3,313,104,0.0
content_8110f33e6b16,client_19581e27de,119,0.9184726243030545,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,79872,127,167,7.6,0.16,1.2,236,104,0.0
content_fc93fe564a59,client_19581e27de,120,0.9183790951013738,refresh_and_review_ctr,position_opportunity,0,stable,63805,379,390,5.0,0.59,2.31,313,104,0.0
content_c8e9d6ab9013,client_19581e27de,121,0.9182122609977325,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,208678,0,6,9.7,0.0,0.0,362,104,0.0
content_bdee14563748,client_19581e27de,122,0.9180458593870882,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,44083,159,189,4.7,0.36,3.17,313,104,0.0
content_a04d5e2e74fd,client_19581e27de,123,0.9177803868614112,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,69442,318,704,6.0,0.46,12.07,329,104,0.0
content_5415da7011cc,client_19581e27de,124,0.917681936601307,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,57680,63,89,7.0,0.11,3.37,236,104,0.0
content_3cb53a1fb9ce,client_19581e27de,125,0.917606170331466,refresh_and_review_ctr,position_opportunity,0,stable,35171,176,172,2.7,0.5,6.4,329,104,0.0
content_90564606db99,client_19581e27de,126,0.9172814967553689,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,up,53669,43,78,7.0,0.08,1.28,148,104,0.0
content_1210e6c2e909,client_4e07408562,127,0.9172321159130319,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,33298,70,34,3.7,0.21,11.76,537,104,0.0
content_138f5ed01ac7,client_19581e27de,128,0.9170917088101908,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,42945,19,68,6.2,0.04,2.94,236,104,0.0
content_f4038533a567,client_19581e27de,129,0.9168314495398159,refresh_and_review_ctr,position_opportunity,1,down,74870,482,462,5.7,0.64,7.79,329,104,0.0
content_63ee95de0cef,client_19581e27de,130,0.9167461555455515,refresh_and_review_ctr,position_opportunity,0,stable,43323,336,330,3.1,0.78,5.45,329,104,0.0
content_692eaa4b34d2,client_19581e27de,131,0.9166011358843538,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,39127,67,78,5.2,0.17,1.28,257,104,0.0
content_1b3979abbcb2,client_19581e27de,132,0.9165902778578098,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,49763,57,81,6.7,0.11,1.23,236,104,0.0
content_6109e35fbc01,client_19581e27de,133,0.9164492183473391,refresh_and_review_ctr,position_opportunity,0,stable,56758,402,353,4.6,0.71,1.13,313,104,0.0
content_b9c64974f6cb,client_19581e27de,134,0.9162778571495265,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,39341,184,178,4.0,0.47,0.0,257,104,0.0
content_aa9857deb06d,client_19581e27de,135,0.916246062835134,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,37121,120,143,4.3,0.32,5.59,329,104,0.0
content_2168203fe4ea,client_19581e27de,136,0.9161441240662931,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,57972,63,86,7.4,0.11,3.49,313,104,0.0
content_fac19fcdfb85,client_4e07408562,137,0.9161267205652928,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,126611,315,343,5.7,0.25,5.25,326,104,1522.0
content_d551d593e480,client_19581e27de,138,0.9160710575396824,refresh_and_review_ctr,position_opportunity,1,down,43123,222,221,4.4,0.51,4.07,329,104,0.0
content_51adf8c495d2,client_19581e27de,139,0.9160450374883287,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,40869,194,178,4.3,0.47,1.69,313,104,0.0
content_757afe9fc859,client_19581e27de,140,0.9160133659763906,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,44427,24,41,6.6,0.05,0.0,257,104,0.0
content_399f4eed93b9,client_19581e27de,141,0.9159614213296319,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,127658,550,522,3.4,0.43,1.34,126,104,2602.0
content_d115d56ef899,client_19581e27de,142,0.9156232048552754,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,35900,78,94,4.6,0.22,0.0,257,104,0.0
content_8d2847fd9a64,client_19581e27de,143,0.915497822305589,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,42191,47,82,6.2,0.11,4.88,144,104,0.0
content_3a426ee4383c,client_19581e27de,144,0.9153632503101239,refresh_and_review_ctr,position_opportunity,1,down,52303,501,324,3.5,0.96,1.85,362,104,0.0
content_1c68f0a21b4b,client_19581e27de,145,0.9151887726490597,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,40225,125,111,5.1,0.31,2.7,236,104,0.0
content_e6e15ac13287,client_4e07408562,146,0.9150313101624649,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,128704,513,455,4.9,0.4,4.62,277,104,1764.0
content_a062d085136f,client_19581e27de,147,0.9149623480325463,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,40692,166,148,4.8,0.41,2.03,313,104,0.0
content_ddb0d879fa8c,client_19581e27de,148,0.914596268237295,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,28234,50,39,2.9,0.18,2.56,257,104,0.0
content_73cf70f08e06,client_19581e27de,149,0.9145580226023743,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,28950,70,65,2.9,0.24,13.85,330,104,0.0
content_681d93f6924d,client_3fdba35f04,150,0.9145148146335533,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,42310,57,115,3.5,0.13,3.48,165,104,1495.0
content_8dc6023a7293,client_19581e27de,151,0.9144101178104576,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,45762,46,49,6.9,0.1,2.04,236,104,0.0
content_0c3fb4665ee8,client_19581e27de,152,0.9143691559557154,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,36372,134,153,4.4,0.37,7.84,329,104,0.0
content_d45b19858685,client_19581e27de,153,0.9143549969187675,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,0,stable,43092,58,75,6.5,0.13,1.33,144,104,0.0
content_50a9f9f861c6,client_19581e27de,154,0.9141108436007737,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,41038,15,34,6.7,0.04,0.0,313,104,0.0
content_342f55d98d70,client_19581e27de,155,0.9140755587601707,refresh_and_review_ctr,position_opportunity|low_ctr_visible_page,1,down,40235,32,100,6.4,0.08,3.0,148,104,0.0
